,posteam,Player,play_class,Play Count
0,ARI,A.Isabella,pass deep left,4
1,ARI,A.Isabella,pass deep middle,2
2,ARI,A.Isabella,pass deep right,5
3,ARI,A.Isabella,pass short left,13
4,ARI,A.Isabella,pass short middle,10
5,ARI,A.Isabella,pass short right,14
6,ARI,A.Isabella,run left end,2
7,ARI,A.Isabella,run right end,3
8,ARI,A.Morris,run middle,1
9,ARI,B.Hundley,run middle,2
10,ARI,B.Hundley,run right end,3
11,ARI,C.Clay,pass deep left,4
12,ARI,C.Clay,pass short left,9
13,ARI,C.Clay,pass short middle,5
14,ARI,C.Clay,pass short right,6
15,ARI,C.Edmonds,pass deep middle,1
16,ARI,C.Edmonds,pass deep right,1
17,ARI,C.Edmonds,pass short left,53
18,ARI,C.Edmonds,pass short middle,18
19,ARI,C.Edmonds,pass short right,38
20,ARI,C.Edmonds,run left end,39
21,ARI,C.Edmonds,run left guard,16
22,ARI,C.Edmonds,run left tackle,15
23,ARI,C.Edmonds,run middle,110
24,ARI,C.Edmonds,run right end,15
25,ARI,C.Edmonds,run right guard,9
26,ARI,C.Kirk,pass deep left,10
27,ARI,C.Kirk,pass deep middle,10
28,ARI,C.Kirk,pass deep right,41
29,ARI,C.Kirk,pass short left,49
30,ARI,C.Kirk,pass short middle,34
31,ARI,C.Kirk,pass short right,111
32,ARI,C.Kirk,run left end,10
33,ARI,C.Kirk,run middle,1
34,ARI,C.Kirk,run right end,3
35,ARI,C.Streveler,run left end,1
36,ARI,C.Streveler,run middle,2
37,ARI,C.Williams,pass deep left,8
38,ARI,C.Williams,pass deep middle,5
39,ARI,C.Williams,pass deep right,2
40,ARI,C.Williams,pass short left,11
41,ARI,C.Williams,pass short middle,9
42,ARI,C.Williams,pass short right,11
43,ARI,C.Williams,run right end,1
44,ARI,D.Arnold,pass deep left,4
45,ARI,D.Arnold,pass deep middle,8
46,ARI,D.Arnold,pass deep right,9
47,ARI,D.Arnold,pass short left,8
48,ARI,D.Arnold,pass short middle,13
49,ARI,D.Arnold,pass short right,13
50,ARI,D.Byrd,pass deep left,7
51,ARI,D.Byrd,pass deep middle,2
52,ARI,D.Byrd,pass short left,33
53,ARI,D.Byrd,pass short middle,2
54,ARI,D.Byrd,pass short right,2
55,ARI,D.Coleman,pass deep left,1
56,ARI,D.Coleman,pass short left,1
57,ARI,D.Coleman,pass short right,1
58,ARI,D.Coleman,run middle,2
59,ARI,D.Daniels,pass deep right,2
60,ARI,D.Daniels,pass short left,3
61,ARI,D.Daniels,pass short middle,3
62,ARI,D.Daniels,pass short right,7
63,ARI,D.Foster,pass short left,1
64,ARI,D.Foster,run middle,2
65,ARI,D.Hopkins,pass deep left,19
66,ARI,D.Hopkins,pass deep middle,4
67,ARI,D.Hopkins,pass deep right,3
68,ARI,D.Hopkins,pass short left,103
69,ARI,D.Hopkins,pass short middle,21
70,ARI,D.Hopkins,pass short right,10
71,ARI,D.Hopkins,run left end,1
72,ARI,D.Johnson,pass deep left,3
73,ARI,D.Johnson,pass deep middle,1
74,ARI,D.Johnson,pass deep right,5
75,ARI,D.Johnson,pass short left,48
76,ARI,D.Johnson,pass short middle,17
77,ARI,D.Johnson,pass short right,49
78,ARI,D.Johnson,run left end,18
79,ARI,D.Johnson,run left guard,20
80,ARI,D.Johnson,run left tackle,23
81,ARI,D.Johnson,run middle,203
82,ARI,D.Johnson,run right end,27
83,ARI,D.Johnson,run right guard,25
84,ARI,E.Turner,pass short right,1
85,ARI,J.Gresham,pass short left,2
86,ARI,J.Gresham,pass short middle,2
87,ARI,J.Gresham,pass short right,8
88,ARI,J.Nelson,pass deep left,3
89,ARI,J.Nelson,pass deep middle,4
90,ARI,J.Nelson,pass deep right,2
91,ARI,J.Nelson,pass short left,4
92,ARI,J.Nelson,pass short right,6
93,ARI,J.Nelson,run left end,2
94,ARI,J.Nelson,run right end,2
95,ARI,J.Phillips,pass deep middle,1
96,ARI,J.Phillips,pass short middle,2
97,ARI,J.Rosen,run left end,1
98,ARI,J.Rosen,run left tackle,1
99,ARI,J.Rosen,run middle,7
100,ARI,J.Rosen,run right end,5
101,ARI,J.Thomas,pass short left,1
102,ARI,J.Tolliver,pass deep right,1
103,ARI,J.Tolliver,pass short left,2
104,ARI,J.Tolliver,pass short middle,1
105,ARI,J.Tolliver,pass short right,2
106,ARI,J.Ward,pass short middle,1
107,ARI,K.Drake,pass short left,29
108,ARI,K.Drake,pass short middle,12
109,ARI,K.Drake,pass short right,25
110,ARI,K.Drake,run left end,36
111,ARI,K.Drake,run left guard,32
112,ARI,K.Drake,run left tackle,32
113,ARI,K.Drake,run middle,180
114,ARI,K.Drake,run right end,37
115,ARI,K.Drake,run right guard,15
116,ARI,K.Johnson,pass deep left,2
117,ARI,K.Johnson,pass deep middle,2
118,ARI,K.Johnson,pass deep right,6
119,ARI,K.Johnson,pass short left,12
120,ARI,K.Johnson,pass short middle,6
121,ARI,K.Johnson,pass short right,37
122,ARI,K.Johnson,run left end,1
123,ARI,K.Murray,run left end,77
124,ARI,K.Murray,run left guard,4
125,ARI,K.Murray,run left tackle,12
126,ARI,K.Murray,run middle,40
127,ARI,K.Murray,run right end,58
128,ARI,K.Murray,run right guard,1
129,ARI,L.Fitzgerald,pass deep left,18
130,ARI,L.Fitzgerald,pass deep middle,14
131,ARI,L.Fitzgerald,pass deep right,19
132,ARI,L.Fitzgerald,pass short left,82
133,ARI,L.Fitzgerald,pass short middle,74
134,ARI,L.Fitzgerald,pass short right,86
135,ARI,M.Crabtree,pass short middle,2
136,ARI,M.Crabtree,pass short right,3
137,ARI,M.Williams,pass deep left,1
138,ARI,M.Williams,pass deep middle,2
139,ARI,M.Williams,pass deep right,1
140,ARI,M.Williams,pass short left,11
141,ARI,M.Williams,pass short middle,2
142,ARI,M.Williams,pass short right,12
143,ARI,P.Cooper,pass deep left,4
144,ARI,P.Cooper,pass deep middle,4
145,ARI,P.Cooper,pass deep right,1
146,ARI,P.Cooper,pass short left,11
147,ARI,P.Cooper,pass short middle,4
148,ARI,P.Cooper,pass short right,9
149,ARI,R.Seals-Jones,pass deep left,6
150,ARI,R.Seals-Jones,pass deep middle,2
151,ARI,R.Seals-Jones,pass deep right,7
152,ARI,R.Seals-Jones,pass short left,22
153,ARI,R.Seals-Jones,pass short middle,14
154,ARI,R.Seals-Jones,pass short right,18
155,ARI,S.Bradford,run middle,1
156,ARI,S.DeValve,pass deep left,1
157,ARI,T.Logan,pass short left,1
158,ARI,T.Logan,pass short middle,1
159,ARI,T.Logan,pass short right,5
160,ARI,T.Logan,run middle,1
161,ARI,T.Logan,run right end,1
162,ARI,T.Sherfield,pass deep left,6
163,ARI,T.Sherfield,pass deep middle,4
164,ARI,T.Sherfield,pass deep right,7
165,ARI,T.Sherfield,pass short left,10
166,ARI,T.Sherfield,pass short middle,6
167,ARI,T.Sherfield,pass short right,15
168,ARI,Z.Zenner,pass short middle,1
169,ARI,Z.Zenner,run right end,2
170,ATL,A.Hooper,pass deep left,12
171,ATL,A.Hooper,pass deep middle,1
172,ATL,A.Hooper,pass deep right,4
173,ATL,A.Hooper,pass short left,62
174,ATL,A.Hooper,pass short middle,45
175,ATL,A.Hooper,pass short right,61
176,ATL,B.Hill,pass short left,14
177,ATL,B.Hill,pass short middle,21
178,ATL,B.Hill,pass short right,11
179,ATL,B.Hill,run left end,23
180,ATL,B.Hill,run left guard,39
181,ATL,B.Hill,run left tackle,32
182,ATL,B.Hill,run middle,22
183,ATL,B.Hill,run right end,18
184,ATL,B.Hill,run right guard,41
185,ATL,B.Powell,pass deep left,1
186,ATL,B.Powell,pass short left,9
187,ATL,B.Powell,pass short middle,1
188,ATL,B.Powell,pass short right,7
189,ATL,B.Powell,run left end,1
190,ATL,B.Powell,run right end,1
191,ATL,C.Blake,pass deep left,3
192,ATL,C.Blake,pass deep middle,1
193,ATL,C.Blake,pass deep right,2
194,ATL,C.Blake,pass short left,19
195,ATL,C.Blake,pass short middle,5
196,ATL,C.Blake,pass short right,12
197,ATL,C.Ridley,pass deep left,42
198,ATL,C.Ridley,pass deep middle,21
199,ATL,C.Ridley,pass deep right,46
200,ATL,C.Ridley,pass short left,89
201,ATL,C.Ridley,pass short middle,39
202,ATL,C.Ridley,pass short right,91
203,ATL,C.Ridley,run left end,10
204,ATL,C.Ridley,run left tackle,1
205,ATL,C.Ridley,run right end,1
206,ATL,D.Freeman,pass short left,32
207,ATL,D.Freeman,pass short middle,23
208,ATL,D.Freeman,pass short right,22
209,ATL,D.Freeman,run left end,27
210,ATL,D.Freeman,run left guard,32
211,ATL,D.Freeman,run left tackle,37
212,ATL,D.Freeman,run middle,35
213,ATL,D.Freeman,run right end,18
214,ATL,D.Freeman,run right guard,21
215,ATL,E.Saubert,pass deep right,1
216,ATL,E.Saubert,pass short middle,3
217,ATL,E.Saubert,pass short right,5
218,ATL,H.Hurst,pass deep left,6
219,ATL,H.Hurst,pass deep middle,3
220,ATL,H.Hurst,pass deep right,3
221,ATL,H.Hurst,pass short left,26
222,ATL,H.Hurst,pass short middle,17
223,ATL,H.Hurst,pass short right,33
224,ATL,I.Smith,pass short left,30
225,ATL,I.Smith,pass short middle,16
226,ATL,I.Smith,pass short right,26
227,ATL,I.Smith,run left end,32
228,ATL,I.Smith,run left guard,32
229,ATL,I.Smith,run left tackle,35
230,ATL,I.Smith,run middle,16
231,ATL,I.Smith,run right end,20
232,ATL,I.Smith,run right guard,23
233,ATL,J.Graham,pass deep middle,2
234,ATL,J.Graham,pass deep right,1
235,ATL,J.Graham,pass short left,5
236,ATL,J.Graham,pass short middle,4
237,ATL,J.Graham,pass short right,3
238,ATL,J.Hardy,pass deep left,1
239,ATL,J.Hardy,pass deep middle,1
240,ATL,J.Hardy,pass deep right,1
241,ATL,J.Hardy,pass short left,15
242,ATL,J.Hardy,pass short middle,13
243,ATL,J.Hardy,pass short right,17
244,ATL,J.Jones,pass deep left,61
245,ATL,J.Jones,pass deep middle,27
246,ATL,J.Jones,pass deep right,43
247,ATL,J.Jones,pass short left,100
248,ATL,J.Jones,pass short middle,73
249,ATL,J.Jones,pass short right,91
250,ATL,J.Jones,run left end,4
251,ATL,J.Langford,run left end,2
252,ATL,J.Langford,run left tackle,2
253,ATL,J.Langford,run middle,2
254,ATL,J.Langford,run right end,3
255,ATL,K.Barner,pass short left,5
256,ATL,K.Barner,pass short middle,1
257,ATL,K.Barner,pass short right,2
258,ATL,K.Barner,run left end,1
259,ATL,K.Barner,run left tackle,1
260,ATL,K.Barner,run middle,1
261,ATL,K.Barner,run right guard,1
262,ATL,K.McGary,pass short right,1
263,ATL,K.Smith,pass deep right,1
264,ATL,K.Smith,pass short left,7
265,ATL,K.Smith,pass short right,10
266,ATL,K.Smith,run left guard,2
267,ATL,K.Smith,run left tackle,1
268,ATL,K.Smith,run middle,3
269,ATL,K.Smith,run right guard,3
270,ATL,L.Paulsen,pass deep right,1
271,ATL,L.Paulsen,pass short left,2
272,ATL,L.Paulsen,pass short middle,3
273,ATL,L.Paulsen,pass short right,3
274,ATL,L.Stocker,pass deep middle,1
275,ATL,L.Stocker,pass short left,3
276,ATL,L.Stocker,pass short middle,6
277,ATL,L.Stocker,pass short right,15
278,ATL,L.Treadwell,pass short left,5
279,ATL,L.Treadwell,pass short middle,1
280,ATL,L.Treadwell,pass short right,1
281,ATL,M.Hall,pass deep left,2
282,ATL,M.Hall,pass deep middle,3
283,ATL,M.Hall,pass short left,8
284,ATL,M.Hall,pass short middle,2
285,ATL,M.Hall,pass short right,4
286,ATL,M.Hall,run left end,2
287,ATL,M.Ryan,pass short right,1
288,ATL,M.Ryan,run left end,10
289,ATL,M.Ryan,run left guard,4
290,ATL,M.Ryan,run left tackle,3
291,ATL,M.Ryan,run middle,16
292,ATL,M.Ryan,run right end,24
293,ATL,M.Ryan,run right guard,7
294,ATL,M.Sanu,pass deep left,12
295,ATL,M.Sanu,pass deep middle,3
296,ATL,M.Sanu,pass deep right,3
297,ATL,M.Sanu,pass short left,45
298,ATL,M.Sanu,pass short middle,36
299,ATL,M.Sanu,pass short right,37
300,ATL,M.Sanu,run left end,3
301,ATL,M.Sanu,run left tackle,1
302,ATL,M.Sanu,run right end,1
303,ATL,M.Sanu,run right guard,2
304,ATL,M.Schaub,pass short middle,1
305,ATL,O.Zaccheaus,pass deep left,4
306,ATL,O.Zaccheaus,pass deep middle,1
307,ATL,O.Zaccheaus,pass deep right,5
308,ATL,O.Zaccheaus,pass short left,9
309,ATL,O.Zaccheaus,pass short middle,8
310,ATL,O.Zaccheaus,pass short right,10
311,ATL,O.Zaccheaus,run right guard,1
312,ATL,Q.Ollison,pass short left,1
313,ATL,Q.Ollison,pass short middle,1
314,ATL,Q.Ollison,run left end,2
315,ATL,Q.Ollison,run left guard,3
316,ATL,Q.Ollison,run left tackle,4
317,ATL,Q.Ollison,run middle,5
318,ATL,Q.Ollison,run right guard,5
319,ATL,R.Gage,pass deep left,14
320,ATL,R.Gage,pass deep middle,8
321,ATL,R.Gage,pass deep right,5
322,ATL,R.Gage,pass short left,79
323,ATL,R.Gage,pass short middle,37
324,ATL,R.Gage,pass short right,50
325,ATL,R.Gage,run left end,3
326,ATL,R.Gage,run right end,3
327,ATL,R.Ortiz,pass short left,2
328,ATL,R.Ortiz,pass short right,2
329,ATL,S.Neasman,run right guard,1
330,ATL,T.Brooks-James,run right end,1
331,ATL,T.Coleman,pass deep left,1
332,ATL,T.Coleman,pass deep right,2
333,ATL,T.Coleman,pass short left,20
334,ATL,T.Coleman,pass short middle,6
335,ATL,T.Coleman,pass short right,15
336,ATL,T.Coleman,run left end,41
337,ATL,T.Coleman,run left guard,18
338,ATL,T.Coleman,run left tackle,25
339,ATL,T.Coleman,run middle,12
340,ATL,T.Coleman,run right end,33
341,ATL,T.Coleman,run right guard,20
342,ATL,T.Gurley,pass deep middle,1
343,ATL,T.Gurley,pass deep right,1
344,ATL,T.Gurley,pass short left,12
345,ATL,T.Gurley,pass short middle,11
346,ATL,T.Gurley,pass short right,10
347,ATL,T.Gurley,run left end,24
348,ATL,T.Gurley,run left guard,34
349,ATL,T.Gurley,run left tackle,35
350,ATL,T.Gurley,run middle,30
351,ATL,T.Gurley,run right end,19
352,ATL,T.Gurley,run right guard,30
353,ATL,T.Sambrailo,pass short middle,1
354,BAL,A.Collins,pass short left,6
355,BAL,A.Collins,pass short middle,7
356,BAL,A.Collins,pass short right,8
357,BAL,A.Collins,run left end,9
358,BAL,A.Collins,run left guard,18
359,BAL,A.Collins,run left tackle,14
360,BAL,A.Collins,run middle,17
361,BAL,A.Collins,run right end,10
362,BAL,A.Collins,run right guard,33
363,BAL,A.Levin.Sr,run middle,1
364,BAL,A.Levine,run middle,1
365,BAL,C.Moore,pass deep left,2
366,BAL,C.Moore,pass deep middle,3
367,BAL,C.Moore,pass deep right,3
368,BAL,C.Moore,pass short left,2
369,BAL,C.Moore,pass short middle,13
370,BAL,C.Moore,pass short right,9
371,BAL,C.Moore,run left guard,1
372,BAL,C.Moore,run right end,5
373,BAL,D.Bryant,pass deep right,1
374,BAL,D.Bryant,pass short left,8
375,BAL,D.Bryant,pass short middle,3
376,BAL,D.Bryant,pass short right,1
377,BAL,D.Duvernay,pass deep left,1
378,BAL,D.Duvernay,pass deep middle,1
379,BAL,D.Duvernay,pass deep right,2
380,BAL,D.Duvernay,pass short left,7
381,BAL,D.Duvernay,pass short middle,9
382,BAL,D.Duvernay,pass short right,6
383,BAL,D.Duvernay,run left end,3
384,BAL,D.Duvernay,run right end,1
385,BAL,D.Turner,pass short right,2
386,BAL,D.Turner,run middle,1
387,BAL,E.Tomlinson,pass deep middle,1
388,BAL,G.Edwards,pass deep middle,1
389,BAL,G.Edwards,pass short left,11
390,BAL,G.Edwards,pass short middle,2
391,BAL,G.Edwards,pass short right,8
392,BAL,G.Edwards,run left end,14
393,BAL,G.Edwards,run left guard,89
394,BAL,G.Edwards,run left tackle,41
395,BAL,G.Edwards,run middle,101
396,BAL,G.Edwards,run right end,19
397,BAL,G.Edwards,run right guard,121
398,BAL,H.Hurst,pass deep left,3
399,BAL,H.Hurst,pass deep middle,7
400,BAL,H.Hurst,pass deep right,1
401,BAL,H.Hurst,pass short left,14
402,BAL,H.Hurst,pass short middle,21
403,BAL,H.Hurst,pass short right,23
404,BAL,H.Hurst,run left end,1
405,BAL,J.Allen,pass deep right,1
406,BAL,J.Allen,pass short left,9
407,BAL,J.Allen,pass short middle,12
408,BAL,J.Allen,pass short right,21
409,BAL,J.Allen,run left end,3
410,BAL,J.Allen,run left guard,6
411,BAL,J.Allen,run left tackle,2
412,BAL,J.Allen,run middle,7
413,BAL,J.Allen,run right end,4
414,BAL,J.Allen,run right guard,13
415,BAL,J.Brown,pass deep left,11
416,BAL,J.Brown,pass deep middle,7
417,BAL,J.Brown,pass deep right,19
418,BAL,J.Brown,pass short left,11
419,BAL,J.Brown,pass short middle,27
420,BAL,J.Brown,pass short right,25
421,BAL,J.Brown,run left end,2
422,BAL,J.Brown,run right end,1
423,BAL,J.Dobbins,pass deep left,1
424,BAL,J.Dobbins,pass short left,8
425,BAL,J.Dobbins,pass short middle,11
426,BAL,J.Dobbins,pass short right,10
427,BAL,J.Dobbins,run left end,28
428,BAL,J.Dobbins,run left guard,10
429,BAL,J.Dobbins,run left tackle,15
430,BAL,J.Dobbins,run middle,20
431,BAL,J.Dobbins,run right end,29
432,BAL,J.Dobbins,run right guard,27
433,BAL,J.Flacco,run middle,8
434,BAL,J.Flacco,run right end,4
435,BAL,J.Hill,pass deep left,1
436,BAL,J.Hill,pass deep middle,1
437,BAL,J.Hill,pass deep right,1
438,BAL,J.Hill,pass short left,5
439,BAL,J.Hill,pass short middle,5
440,BAL,J.Hill,pass short right,13
441,BAL,J.Hill,run left end,7
442,BAL,J.Hill,run left guard,8
443,BAL,J.Hill,run left tackle,7
444,BAL,J.Hill,run middle,13
445,BAL,J.Hill,run right end,5
446,BAL,J.Hill,run right guard,15
447,BAL,J.Proche,pass short middle,1
448,BAL,J.Proche,pass short right,2
449,BAL,J.Scott,pass deep left,1
450,BAL,J.Scott,pass short left,1
451,BAL,J.Scott,pass short middle,1
452,BAL,K.Dixon,pass short left,2
453,BAL,K.Dixon,pass short middle,3
454,BAL,K.Dixon,pass short right,5
455,BAL,K.Dixon,run left guard,9
456,BAL,K.Dixon,run left tackle,3
457,BAL,K.Dixon,run middle,13
458,BAL,K.Dixon,run right end,6
459,BAL,K.Dixon,run right guard,30
460,BAL,L.Jackson,pass short right,2
461,BAL,L.Jackson,run left end,123
462,BAL,L.Jackson,run left guard,20
463,BAL,L.Jackson,run left tackle,48
464,BAL,L.Jackson,run middle,88
465,BAL,L.Jackson,run right end,99
466,BAL,L.Jackson,run right guard,46
467,BAL,L.Willson,pass short middle,2
468,BAL,L.Willson,pass short right,1
469,BAL,M.Andrews,pass deep left,12
470,BAL,M.Andrews,pass deep middle,23
471,BAL,M.Andrews,pass deep right,24
472,BAL,M.Andrews,pass short left,54
473,BAL,M.Andrews,pass short middle,90
474,BAL,M.Andrews,pass short right,64
475,BAL,M.Boykin,pass deep left,11
476,BAL,M.Boykin,pass deep middle,4
477,BAL,M.Boykin,pass deep right,5
478,BAL,M.Boykin,pass short left,13
479,BAL,M.Boykin,pass short middle,18
480,BAL,M.Boykin,pass short right,16
481,BAL,M.Brown,pass deep left,15
482,BAL,M.Brown,pass deep middle,20
483,BAL,M.Brown,pass deep right,31
484,BAL,M.Brown,pass short left,32
485,BAL,M.Brown,pass short middle,52
486,BAL,M.Brown,pass short right,48
487,BAL,M.Brown,run left end,3
488,BAL,M.Crabtree,pass deep left,12
489,BAL,M.Crabtree,pass deep middle,2
490,BAL,M.Crabtree,pass deep right,13
491,BAL,M.Crabtree,pass short left,27
492,BAL,M.Crabtree,pass short middle,32
493,BAL,M.Crabtree,pass short right,18
494,BAL,M.Ingra.II,pass deep middle,1
495,BAL,M.Ingra.II,pass short left,6
496,BAL,M.Ingra.II,pass short middle,3
497,BAL,M.Ingra.II,pass short right,6
498,BAL,M.Ingra.II,run left end,4
499,BAL,M.Ingra.II,run left guard,15
500,BAL,M.Ingra.II,run left tackle,8
501,BAL,M.Ingra.II,run middle,13
502,BAL,M.Ingra.II,run right end,1
503,BAL,M.Ingra.II,run right guard,32
504,BAL,M.Ingram,pass deep right,2
505,BAL,M.Ingram,pass short left,5
506,BAL,M.Ingram,pass short middle,5
507,BAL,M.Ingram,pass short right,11
508,BAL,M.Ingram,run left end,12
509,BAL,M.Ingram,run left guard,28
510,BAL,M.Ingram,run left tackle,18
511,BAL,M.Ingram,run middle,36
512,BAL,M.Ingram,run right end,11
513,BAL,M.Ingram,run right guard,43
514,BAL,M.Williams,pass deep left,1
515,BAL,M.Williams,pass short left,5
516,BAL,M.Williams,pass short middle,4
517,BAL,M.Williams,pass short right,8
518,BAL,M.Williams,run middle,2
519,BAL,M.Williams,run right guard,1
520,BAL,N.Boyle,pass deep middle,5
521,BAL,N.Boyle,pass deep right,2
522,BAL,N.Boyle,pass short left,16
523,BAL,N.Boyle,pass short middle,39
524,BAL,N.Boyle,pass short right,37
525,BAL,P.Ricard,pass short left,8
526,BAL,P.Ricard,pass short middle,3
527,BAL,P.Ricard,pass short right,17
528,BAL,P.Ricard,run middle,1
529,BAL,R.Griffi.III,run left end,3
530,BAL,R.Griffi.III,run left guard,1
531,BAL,R.Griffi.III,run left tackle,1
532,BAL,R.Griffi.III,run middle,1
533,BAL,R.Griffi.III,run right end,1
534,BAL,R.Griffi.III,run right guard,3
535,BAL,R.Griffin,run middle,1
536,BAL,R.Griffin,run right end,6
537,BAL,R.Griffin,run right guard,3
538,BAL,S.Roberts,pass deep left,3
539,BAL,S.Roberts,pass deep middle,1
540,BAL,S.Roberts,pass deep right,2
541,BAL,S.Roberts,pass short left,17
542,BAL,S.Roberts,pass short middle,8
543,BAL,S.Roberts,pass short right,8
544,BAL,T.Huntley,run left end,1
545,BAL,T.Huntley,run middle,2
546,BAL,T.Huntley,run right end,3
547,BAL,T.Huntley,run right guard,1
548,BAL,T.McSorley,run left guard,1
549,BAL,T.McSorley,run middle,3
550,BAL,T.McSorley,run right end,1
551,BAL,T.McSorley,run right guard,1
552,BAL,T.Montgomery,pass deep right,1
553,BAL,T.Montgomery,pass short left,3
554,BAL,T.Montgomery,pass short middle,6
555,BAL,T.Montgomery,pass short right,7
556,BAL,T.Montgomery,run left end,1
557,BAL,T.Montgomery,run left guard,2
558,BAL,T.Montgomery,run left tackle,3
559,BAL,T.Montgomery,run middle,3
560,BAL,T.Montgomery,run right end,1
561,BAL,T.Montgomery,run right guard,2
562,BAL,T.White,pass short left,1
563,BAL,W.Snea.IV,pass deep left,3
564,BAL,W.Snea.IV,pass deep middle,7
565,BAL,W.Snea.IV,pass deep right,7
566,BAL,W.Snea.IV,pass short left,22
567,BAL,W.Snea.IV,pass short middle,62
568,BAL,W.Snea.IV,pass short right,24
569,BAL,W.Snea.IV,run right end,2
570,BAL,W.Snead,pass deep left,6
571,BAL,W.Snead,pass deep middle,6
572,BAL,W.Snead,pass deep right,1
573,BAL,W.Snead,pass short left,20
574,BAL,W.Snead,pass short middle,34
575,BAL,W.Snead,pass short right,18
576,BAL,W.Snead,run left end,1
577,BUF,A.Holmes,pass deep left,4
578,BUF,A.Holmes,pass deep middle,1
579,BUF,A.Holmes,pass deep right,6
580,BUF,A.Holmes,pass short left,6
581,BUF,A.Holmes,pass short middle,1
582,BUF,A.Holmes,pass short right,5
583,BUF,A.Roberts,pass deep left,2
584,BUF,A.Roberts,pass deep middle,1
585,BUF,A.Roberts,pass deep right,2
586,BUF,A.Roberts,pass short left,2
587,BUF,A.Roberts,pass short middle,2
588,BUF,A.Roberts,pass short right,3
589,BUF,A.Roberts,run right end,1
590,BUF,A.Roberts,run right guard,1
591,BUF,A.Williams,pass short middle,1
592,BUF,A.Williams,run left tackle,5
593,BUF,A.Williams,run middle,1
594,BUF,A.Williams,run right end,1
595,BUF,A.Williams,run right guard,1
596,BUF,C.Beasley,pass deep left,10
597,BUF,C.Beasley,pass deep middle,9
598,BUF,C.Beasley,pass deep right,13
599,BUF,C.Beasley,pass short left,77
600,BUF,C.Beasley,pass short middle,66
601,BUF,C.Beasley,pass short right,61
602,BUF,C.Clay,pass deep left,2
603,BUF,C.Clay,pass deep middle,1
604,BUF,C.Clay,pass deep right,3
605,BUF,C.Clay,pass short left,5
606,BUF,C.Clay,pass short middle,9
607,BUF,C.Clay,pass short right,16
608,BUF,C.Ivory,pass short left,6
609,BUF,C.Ivory,pass short middle,5
610,BUF,C.Ivory,pass short right,10
611,BUF,C.Ivory,run left end,11
612,BUF,C.Ivory,run left guard,16
613,BUF,C.Ivory,run left tackle,8
614,BUF,C.Ivory,run middle,41
615,BUF,C.Ivory,run right end,7
616,BUF,C.Ivory,run right guard,18
617,BUF,C.Phillips,pass short left,1
618,BUF,D.Dawkins,pass short left,2
619,BUF,D.Knox,pass deep left,10
620,BUF,D.Knox,pass deep middle,5
621,BUF,D.Knox,pass deep right,7
622,BUF,D.Knox,pass short left,30
623,BUF,D.Knox,pass short middle,20
624,BUF,D.Knox,pass short right,37
625,BUF,D.Knox,run left end,1
626,BUF,D.Singletary,pass deep right,5
627,BUF,D.Singletary,pass short left,45
628,BUF,D.Singletary,pass short middle,8
629,BUF,D.Singletary,pass short right,49
630,BUF,D.Singletary,run left end,40
631,BUF,D.Singletary,run left guard,53
632,BUF,D.Singletary,run left tackle,75
633,BUF,D.Singletary,run middle,77
634,BUF,D.Singletary,run right end,13
635,BUF,D.Singletary,run right guard,36
636,BUF,D.Thompson,pass deep left,3
637,BUF,D.Thompson,pass deep middle,2
638,BUF,D.Thompson,pass short left,2
639,BUF,D.Thompson,pass short right,3
640,BUF,D.Williams,pass deep left,2
641,BUF,D.Williams,pass deep middle,1
642,BUF,D.Williams,pass deep right,6
643,BUF,D.Williams,pass short left,8
644,BUF,D.Williams,pass short middle,6
645,BUF,D.Williams,pass short right,6
646,BUF,F.Gore,pass short left,6
647,BUF,F.Gore,pass short middle,4
648,BUF,F.Gore,pass short right,7
649,BUF,F.Gore,run left end,8
650,BUF,F.Gore,run left guard,27
651,BUF,F.Gore,run left tackle,14
652,BUF,F.Gore,run middle,62
653,BUF,F.Gore,run right end,7
654,BUF,F.Gore,run right guard,34
655,BUF,G.Davis,pass deep left,7
656,BUF,G.Davis,pass deep middle,4
657,BUF,G.Davis,pass deep right,14
658,BUF,G.Davis,pass short left,21
659,BUF,G.Davis,pass short middle,12
660,BUF,G.Davis,pass short right,15
661,BUF,G.Davis,run left guard,1
662,BUF,I.McKenzie,pass deep left,6
663,BUF,I.McKenzie,pass deep middle,3
664,BUF,I.McKenzie,pass deep right,10
665,BUF,I.McKenzie,pass short left,31
666,BUF,I.McKenzie,pass short middle,33
667,BUF,I.McKenzie,pass short right,28
668,BUF,I.McKenzie,run left end,13
669,BUF,I.McKenzie,run left tackle,1
670,BUF,I.McKenzie,run right end,14
671,BUF,J.Allen,pass short left,2
672,BUF,J.Allen,pass short right,1
673,BUF,J.Allen,run left end,48
674,BUF,J.Allen,run left guard,24
675,BUF,J.Allen,run left tackle,20
676,BUF,J.Allen,run middle,94
677,BUF,J.Allen,run right end,50
678,BUF,J.Allen,run right guard,16
679,BUF,J.Brown,pass deep left,23
680,BUF,J.Brown,pass deep middle,11
681,BUF,J.Brown,pass deep right,29
682,BUF,J.Brown,pass short left,60
683,BUF,J.Brown,pass short middle,23
684,BUF,J.Brown,pass short right,48
685,BUF,J.Brown,run right end,2
686,BUF,J.Croom,pass deep left,2
687,BUF,J.Croom,pass deep right,4
688,BUF,J.Croom,pass short left,8
689,BUF,J.Croom,pass short middle,7
690,BUF,J.Croom,pass short right,14
