,posteam,Player,play_class,Play Count
1686,DAL,D.Smith,pass deep middle,2
1687,DAL,D.Smith,pass deep right,1
1688,DAL,D.Smith,pass short left,2
1689,DAL,D.Smith,pass short middle,2
1690,DAL,D.Smith,pass short right,1
1691,DAL,D.Thompson,pass deep right,1
1692,DAL,D.Thompson,pass short left,12
1693,DAL,D.Thompson,pass short middle,3
1694,DAL,D.Thompson,pass short right,4
1695,DAL,D.Thompson,run middle,1
1696,DAL,E.Elliott,pass deep left,1
1697,DAL,E.Elliott,pass deep right,1
1698,DAL,E.Elliott,pass short left,80
1699,DAL,E.Elliott,pass short middle,58
1700,DAL,E.Elliott,pass short right,107
1701,DAL,E.Elliott,run left end,73
1702,DAL,E.Elliott,run left guard,103
1703,DAL,E.Elliott,run left tackle,161
1704,DAL,E.Elliott,run middle,233
1705,DAL,E.Elliott,run right end,83
1706,DAL,E.Elliott,run right guard,115
1707,DAL,G.Gilbert,run left end,1
1708,DAL,G.Gilbert,run right end,2
1709,DAL,G.Swaim,pass deep right,2
1710,DAL,G.Swaim,pass short left,10
1711,DAL,G.Swaim,pass short middle,5
1712,DAL,G.Swaim,pass short right,15
1713,DAL,J.Heath,run middle,1
1714,DAL,J.Lewis,pass short right,1
1715,DAL,J.Lewis,run left end,1
1716,DAL,J.Lewis,run right end,1
1717,DAL,J.Olawale,pass deep right,1
1718,DAL,J.Olawale,pass short left,3
1719,DAL,J.Olawale,pass short right,2
1720,DAL,J.Witten,pass deep left,1
1721,DAL,J.Witten,pass deep right,3
1722,DAL,J.Witten,pass short left,18
1723,DAL,J.Witten,pass short middle,25
1724,DAL,J.Witten,pass short right,36
1725,DAL,M.Gallup,pass deep left,35
1726,DAL,M.Gallup,pass deep middle,15
1727,DAL,M.Gallup,pass deep right,29
1728,DAL,M.Gallup,pass short left,98
1729,DAL,M.Gallup,pass short middle,34
1730,DAL,M.Gallup,pass short right,90
1731,DAL,N.Brown,pass deep left,3
1732,DAL,N.Brown,pass deep right,4
1733,DAL,N.Brown,pass short left,14
1734,DAL,N.Brown,pass short middle,7
1735,DAL,N.Brown,pass short right,9
1736,DAL,N.Brown,run left end,1
1737,DAL,R.Cobb,pass deep left,6
1738,DAL,R.Cobb,pass deep middle,7
1739,DAL,R.Cobb,pass deep right,10
1740,DAL,R.Cobb,pass short left,19
1741,DAL,R.Cobb,pass short middle,17
1742,DAL,R.Cobb,pass short right,24
1743,DAL,R.Cobb,run left end,2
1744,DAL,R.Cobb,run right end,1
1745,DAL,R.Dowdle,run left end,1
1746,DAL,R.Dowdle,run left guard,2
1747,DAL,R.Dowdle,run left tackle,1
1748,DAL,R.Dowdle,run middle,1
1749,DAL,R.Dowdle,run right guard,2
1750,DAL,R.Gathers,pass deep left,1
1751,DAL,R.Gathers,pass deep right,1
1752,DAL,R.Gathers,pass short left,2
1753,DAL,R.Gathers,pass short middle,1
1754,DAL,R.Gathers,pass short right,3
1755,DAL,R.Smith,pass short left,2
1756,DAL,R.Smith,pass short middle,3
1757,DAL,R.Smith,pass short right,7
1758,DAL,R.Smith,run left end,5
1759,DAL,R.Smith,run left guard,4
1760,DAL,R.Smith,run left tackle,8
1761,DAL,R.Smith,run middle,10
1762,DAL,R.Smith,run right end,7
1763,DAL,R.Smith,run right guard,5
1764,DAL,T.Austin,pass deep left,9
1765,DAL,T.Austin,pass deep right,3
1766,DAL,T.Austin,pass short left,7
1767,DAL,T.Austin,pass short middle,6
1768,DAL,T.Austin,pass short right,14
1769,DAL,T.Austin,run left end,8
1770,DAL,T.Austin,run right end,5
1771,DAL,T.Pollard,pass deep left,2
1772,DAL,T.Pollard,pass short left,17
1773,DAL,T.Pollard,pass short middle,17
1774,DAL,T.Pollard,pass short right,24
1775,DAL,T.Pollard,run left end,21
1776,DAL,T.Pollard,run left guard,26
1777,DAL,T.Pollard,run left tackle,26
1778,DAL,T.Pollard,run middle,41
1779,DAL,T.Pollard,run right end,23
1780,DAL,T.Pollard,run right guard,21
1781,DAL,T.Williams,pass short left,2
1782,DAL,T.Williams,pass short right,1
1783,DAL,V.Bryant,pass short left,1
1784,DEN,A.Beck,pass short left,4
1785,DEN,A.Beck,pass short middle,2
1786,DEN,A.Beck,pass short right,6
1787,DEN,A.Beck,run middle,1
1788,DEN,A.Holmes,pass short right,1
1789,DEN,A.Janovich,pass deep right,1
1790,DEN,A.Janovich,pass short left,6
1791,DEN,A.Janovich,pass short middle,1
1792,DEN,A.Janovich,pass short right,7
1793,DEN,A.Janovich,run middle,3
1794,DEN,A.Okwuegbunam,pass deep left,1
1795,DEN,A.Okwuegbunam,pass deep right,1
1796,DEN,A.Okwuegbunam,pass short left,1
1797,DEN,A.Okwuegbunam,pass short middle,2
1798,DEN,A.Okwuegbunam,pass short right,10
1799,DEN,B.Allen,run left end,1
1800,DEN,B.Allen,run left tackle,1
1801,DEN,B.Allen,run middle,1
1802,DEN,B.Allen,run right end,4
1803,DEN,B.Parker,pass deep middle,1
1804,DEN,B.Parker,pass short left,4
1805,DEN,B.Parker,pass short middle,2
1806,DEN,B.Parker,pass short right,3
1807,DEN,C.Keenum,run left end,1
1808,DEN,C.Keenum,run left tackle,1
1809,DEN,C.Keenum,run middle,5
1810,DEN,C.Keenum,run right end,7
1811,DEN,C.Sutton,pass deep left,31
1812,DEN,C.Sutton,pass deep middle,11
1813,DEN,C.Sutton,pass deep right,23
1814,DEN,C.Sutton,pass short left,67
1815,DEN,C.Sutton,pass short middle,27
1816,DEN,C.Sutton,pass short right,55
1817,DEN,C.Sutton,run left end,1
1818,DEN,C.Sutton,run right end,2
1819,DEN,D.Booker,pass deep left,1
1820,DEN,D.Booker,pass short left,17
1821,DEN,D.Booker,pass short middle,24
1822,DEN,D.Booker,pass short right,18
1823,DEN,D.Booker,run left end,2
1824,DEN,D.Booker,run left guard,6
1825,DEN,D.Booker,run left tackle,2
1826,DEN,D.Booker,run middle,18
1827,DEN,D.Booker,run right end,1
1828,DEN,D.Booker,run right guard,4
1829,DEN,D.Hamilton,pass deep left,19
1830,DEN,D.Hamilton,pass deep middle,5
1831,DEN,D.Hamilton,pass deep right,12
1832,DEN,D.Hamilton,pass short left,30
1833,DEN,D.Hamilton,pass short middle,29
1834,DEN,D.Hamilton,pass short right,47
1835,DEN,D.Lock,run left end,13
1836,DEN,D.Lock,run left guard,1
1837,DEN,D.Lock,run middle,13
1838,DEN,D.Lock,run right end,14
1839,DEN,D.Lock,run right guard,2
1840,DEN,D.Spencer,pass deep left,1
1841,DEN,D.Spencer,pass deep middle,1
1842,DEN,D.Spencer,pass short left,5
1843,DEN,D.Spencer,pass short middle,2
1844,DEN,D.Spencer,pass short right,5
1845,DEN,D.Spencer,run left end,2
1846,DEN,D.Spencer,run right end,4
1847,DEN,De.Thomas,pass deep left,4
1848,DEN,De.Thomas,pass deep middle,1
1849,DEN,De.Thomas,pass deep right,8
1850,DEN,De.Thomas,pass short left,19
1851,DEN,De.Thomas,pass short middle,6
1852,DEN,De.Thomas,pass short right,18
1853,DEN,E.Sanders,pass deep left,8
1854,DEN,E.Sanders,pass deep middle,4
1855,DEN,E.Sanders,pass deep right,19
1856,DEN,E.Sanders,pass short left,40
1857,DEN,E.Sanders,pass short middle,23
1858,DEN,E.Sanders,pass short right,48
1859,DEN,E.Sanders,run left end,4
1860,DEN,F.Brown,pass deep right,1
1861,DEN,F.Brown,pass short right,2
1862,DEN,J.Butt,pass deep left,1
1863,DEN,J.Butt,pass deep middle,1
1864,DEN,J.Butt,pass deep right,1
1865,DEN,J.Butt,pass short left,6
1866,DEN,J.Butt,pass short middle,2
1867,DEN,J.Butt,pass short right,6
1868,DEN,J.Driskel,run left end,1
1869,DEN,J.Driskel,run middle,2
1870,DEN,J.Driskel,run right end,3
1871,DEN,J.Flacco,run left end,2
1872,DEN,J.Flacco,run middle,3
1873,DEN,J.Flacco,run right end,2
1874,DEN,J.Heuerman,pass deep middle,1
1875,DEN,J.Heuerman,pass deep right,5
1876,DEN,J.Heuerman,pass short left,21
1877,DEN,J.Heuerman,pass short middle,10
1878,DEN,J.Heuerman,pass short right,31
1879,DEN,J.Jeudy,pass deep left,12
1880,DEN,J.Jeudy,pass deep middle,7
1881,DEN,J.Jeudy,pass deep right,16
1882,DEN,J.Jeudy,pass short left,27
1883,DEN,J.Jeudy,pass short middle,19
1884,DEN,J.Jeudy,pass short right,32
1885,DEN,K.Hamler,pass deep left,1
1886,DEN,K.Hamler,pass deep middle,5
1887,DEN,K.Hamler,pass deep right,6
1888,DEN,K.Hamler,pass short left,11
1889,DEN,K.Hamler,pass short middle,16
1890,DEN,K.Hamler,pass short right,17
1891,DEN,K.Hamler,run left end,2
1892,DEN,K.Hamler,run right end,7
1893,DEN,K.Hinton,run left guard,1
1894,DEN,K.Hinton,run right end,1
1895,DEN,L.Bellamy,pass short left,1
1896,DEN,L.Bellamy,run left guard,2
1897,DEN,L.Bellamy,run left tackle,1
1898,DEN,L.Bellamy,run right guard,1
1899,DEN,M.Gordon,pass deep right,1
1900,DEN,M.Gordon,pass short left,17
1901,DEN,M.Gordon,pass short middle,6
1902,DEN,M.Gordon,pass short right,20
1903,DEN,M.Gordon,run left end,25
1904,DEN,M.Gordon,run left guard,27
1905,DEN,M.Gordon,run left tackle,32
1906,DEN,M.Gordon,run middle,50
1907,DEN,M.Gordon,run right end,21
1908,DEN,M.Gordon,run right guard,25
1909,DEN,M.LaCosse,pass deep left,1
1910,DEN,M.LaCosse,pass deep right,2
1911,DEN,M.LaCosse,pass short left,9
1912,DEN,M.LaCosse,pass short middle,10
1913,DEN,M.LaCosse,pass short right,15
1914,DEN,N.Fant,pass deep left,8
1915,DEN,N.Fant,pass deep middle,3
1916,DEN,N.Fant,pass deep right,15
1917,DEN,N.Fant,pass short left,35
1918,DEN,N.Fant,pass short middle,41
1919,DEN,N.Fant,pass short right,57
1920,DEN,N.Fant,run right end,3
1921,DEN,N.Vannett,pass deep right,2
1922,DEN,N.Vannett,pass short left,4
1923,DEN,N.Vannett,pass short middle,2
1924,DEN,N.Vannett,pass short right,13
1925,DEN,P.Lindsay,pass short left,39
1926,DEN,P.Lindsay,pass short middle,19
1927,DEN,P.Lindsay,pass short right,51
1928,DEN,P.Lindsay,run left end,56
1929,DEN,P.Lindsay,run left guard,57
1930,DEN,P.Lindsay,run left tackle,54
1931,DEN,P.Lindsay,run middle,183
1932,DEN,P.Lindsay,run right end,47
1933,DEN,P.Lindsay,run right guard,54
1934,DEN,R.Cracraft,pass deep middle,1
1935,DEN,R.Cracraft,pass deep right,1
1936,DEN,R.Freeman,pass short left,33
1937,DEN,R.Freeman,pass short middle,18
1938,DEN,R.Freeman,pass short right,32
1939,DEN,R.Freeman,run left end,28
1940,DEN,R.Freeman,run left guard,27
1941,DEN,R.Freeman,run left tackle,23
1942,DEN,R.Freeman,run middle,115
1943,DEN,R.Freeman,run right end,29
1944,DEN,R.Freeman,run right guard,38
1945,DEN,T.Cleveland,pass deep left,2
1946,DEN,T.Cleveland,pass deep middle,1
1947,DEN,T.Cleveland,pass short left,1
1948,DEN,T.Cleveland,pass short right,5
1949,DEN,T.Fumagalli,pass deep left,1
1950,DEN,T.Fumagalli,pass deep right,1
1951,DEN,T.Fumagalli,pass short left,5
1952,DEN,T.Fumagalli,pass short middle,4
1953,DEN,T.Fumagalli,pass short right,13
1954,DEN,T.Patrick,pass deep left,16
1955,DEN,T.Patrick,pass deep middle,6
1956,DEN,T.Patrick,pass deep right,18
1957,DEN,T.Patrick,pass short left,33
1958,DEN,T.Patrick,pass short middle,20
1959,DEN,T.Patrick,pass short right,58
1960,DEN,T.Patrick,run left end,3
1961,DET,A.Abdullah,pass short left,1
1962,DET,A.Abdullah,pass short right,1
1963,DET,A.Abdullah,run left tackle,1
1964,DET,A.Jones,pass deep left,3
1965,DET,A.Jones,pass deep right,1
1966,DET,A.Jones,pass short left,5
1967,DET,A.Jones,pass short middle,3
1968,DET,A.Jones,pass short right,12
1969,DET,A.Peterson,pass short left,7
1970,DET,A.Peterson,pass short middle,4
1971,DET,A.Peterson,pass short right,7
1972,DET,A.Peterson,run left end,14
1973,DET,A.Peterson,run left guard,16
1974,DET,A.Peterson,run left tackle,30
1975,DET,A.Peterson,run middle,55
1976,DET,A.Peterson,run right end,10
1977,DET,A.Peterson,run right guard,10
1978,DET,B.Ellington,pass short left,11
1979,DET,B.Ellington,pass short middle,7
1980,DET,B.Ellington,pass short right,12
1981,DET,B.Ellington,run left end,1
1982,DET,B.Powell,pass short left,6
1983,DET,B.Powell,pass short middle,6
1984,DET,B.Powell,pass short right,5
1985,DET,B.Scarbrough,pass short left,2
1986,DET,B.Scarbrough,pass short right,2
1987,DET,B.Scarbrough,run left end,8
1988,DET,B.Scarbrough,run left guard,8
1989,DET,B.Scarbrough,run left tackle,10
1990,DET,B.Scarbrough,run middle,31
1991,DET,B.Scarbrough,run right end,12
1992,DET,B.Scarbrough,run right guard,9
1993,DET,C.Anderson,run left tackle,2
1994,DET,C.Anderson,run middle,10
1995,DET,C.Daniel,run right end,2
1996,DET,C.Lacy,pass deep left,1
1997,DET,C.Lacy,pass deep middle,1
1998,DET,C.Lacy,pass deep right,1
1999,DET,C.Lacy,pass short left,4
2000,DET,C.Lacy,pass short right,4
2001,DET,C.Moore,run right end,1
2002,DET,D.Amendola,pass deep left,4
2003,DET,D.Amendola,pass deep middle,14
2004,DET,D.Amendola,pass deep right,12
2005,DET,D.Amendola,pass short left,54
2006,DET,D.Amendola,pass short middle,34
2007,DET,D.Amendola,pass short right,48
2008,DET,D.Amendola,run right end,1
2009,DET,D.Blough,pass short left,1
2010,DET,D.Blough,run left end,1
2011,DET,D.Blough,run left tackle,2
2012,DET,D.Blough,run middle,2
2013,DET,D.Blough,run right end,2
2014,DET,D.Swift,pass deep left,1
2015,DET,D.Swift,pass short left,19
2016,DET,D.Swift,pass short middle,11
2017,DET,D.Swift,pass short right,26
2018,DET,D.Swift,run left end,17
2019,DET,D.Swift,run left guard,7
2020,DET,D.Swift,run left tackle,20
2021,DET,D.Swift,run middle,38
2022,DET,D.Swift,run right end,12
2023,DET,D.Swift,run right guard,2
2024,DET,G.Tate,pass deep left,3
2025,DET,G.Tate,pass deep middle,1
2026,DET,G.Tate,pass deep right,2
2027,DET,G.Tate,pass short left,14
2028,DET,G.Tate,pass short middle,20
2029,DET,G.Tate,pass short right,29
2030,DET,G.Tate,run left end,1
2031,DET,G.Tate,run right end,2
2032,DET,H.Bryant,pass deep middle,1
2033,DET,H.Bryant,pass deep right,1
2034,DET,H.Bryant,pass short middle,1
2035,DET,H.Valles,pass short left,1
2036,DET,H.Valles,pass short right,2
2037,DET,I.Nauta,pass short left,1
2038,DET,I.Nauta,pass short right,4
2039,DET,J.Agnew,pass deep left,1
2040,DET,J.Agnew,pass deep right,2
2041,DET,J.Agnew,pass short left,9
2042,DET,J.Agnew,pass short middle,3
2043,DET,J.Agnew,pass short right,7
2044,DET,J.Agnew,run left end,3
2045,DET,J.Agnew,run left tackle,1
2046,DET,J.Agnew,run right end,4
2047,DET,J.Cabinda,pass short left,2
2048,DET,J.Cabinda,pass short right,1
2049,DET,J.Cabinda,run middle,1
2050,DET,J.Cunningham,pass short left,1
2051,DET,J.Driskel,pass short middle,1
2052,DET,J.Driskel,run left end,4
2053,DET,J.Driskel,run left tackle,1
2054,DET,J.Driskel,run middle,5
2055,DET,J.Driskel,run right end,10
2056,DET,J.Driskel,run right guard,1
2057,DET,J.James,pass deep middle,1
2058,DET,J.James,pass deep right,3
2059,DET,J.James,pass short left,13
2060,DET,J.James,pass short middle,7
2061,DET,J.James,pass short right,25
2062,DET,J.McKissic,pass deep left,1
2063,DET,J.McKissic,pass short left,17
2064,DET,J.McKissic,pass short middle,9
2065,DET,J.McKissic,pass short right,15
2066,DET,J.McKissic,run left end,7
2067,DET,J.McKissic,run left guard,4
2068,DET,J.McKissic,run left tackle,4
2069,DET,J.McKissic,run middle,10
2070,DET,J.McKissic,run right end,6
2071,DET,J.McKissic,run right guard,2
2072,DET,J.Williams,pass short left,3
2073,DET,J.Williams,pass short middle,1
2074,DET,K.Golladay,pass deep left,38
2075,DET,K.Golladay,pass deep middle,20
2076,DET,K.Golladay,pass deep right,30
2077,DET,K.Golladay,pass short left,68
2078,DET,K.Golladay,pass short middle,47
2079,DET,K.Golladay,pass short right,64
2080,DET,K.Golladay,run right end,1
2081,DET,K.Johnson,pass deep right,2
2082,DET,K.Johnson,pass short left,38
2083,DET,K.Johnson,pass short middle,13
2084,DET,K.Johnson,pass short right,27
2085,DET,K.Johnson,run left end,34
2086,DET,K.Johnson,run left guard,17
2087,DET,K.Johnson,run left tackle,45
2088,DET,K.Johnson,run middle,104
2089,DET,K.Johnson,run right end,27
2090,DET,K.Johnson,run right guard,17
2091,DET,L.Blount,pass short left,5
2092,DET,L.Blount,pass short middle,5
2093,DET,L.Blount,pass short right,5
2094,DET,L.Blount,run left end,11
2095,DET,L.Blount,run left guard,12
2096,DET,L.Blount,run left tackle,37
2097,DET,L.Blount,run middle,62
2098,DET,L.Blount,run right end,4
2099,DET,L.Blount,run right guard,8
2100,DET,L.Thomas,pass deep left,1
2101,DET,L.Thomas,pass deep middle,2
2102,DET,L.Thomas,pass deep right,1
2103,DET,L.Thomas,pass short left,5
2104,DET,L.Thomas,pass short middle,10
2105,DET,L.Thomas,pass short right,9
2106,DET,L.Toilolo,pass deep middle,5
2107,DET,L.Toilolo,pass short left,7
2108,DET,L.Toilolo,pass short middle,6
2109,DET,L.Toilolo,pass short right,6
2110,DET,L.Willson,pass deep middle,1
2111,DET,L.Willson,pass short left,5
2112,DET,L.Willson,pass short middle,5
2113,DET,L.Willson,pass short right,8
2114,DET,M.Cassel,run left tackle,1
2115,DET,M.Hall,pass deep left,10
2116,DET,M.Hall,pass deep middle,7
2117,DET,M.Hall,pass deep right,3
2118,DET,M.Hall,pass short left,7
2119,DET,M.Hall,pass short middle,5
2120,DET,M.Hall,pass short right,9
2121,DET,M.Hall,run left end,1
2122,DET,M.Hall,run right end,1
2123,DET,M.Jones,pass deep left,32
2124,DET,M.Jones,pass deep middle,25
2125,DET,M.Jones,pass deep right,34
2126,DET,M.Jones,pass short left,54
2127,DET,M.Jones,pass short middle,46
2128,DET,M.Jones,pass short right,77
2129,DET,M.Jones,run right end,2
2130,DET,M.Roberts,pass deep right,2
2131,DET,M.Roberts,pass short left,6
2132,DET,M.Roberts,pass short middle,5
2133,DET,M.Roberts,pass short right,7
2134,DET,M.Sanu,pass deep left,1
2135,DET,M.Sanu,pass deep middle,3
2136,DET,M.Sanu,pass deep right,1
2137,DET,M.Sanu,pass short left,3
2138,DET,M.Sanu,pass short middle,7
2139,DET,M.Sanu,pass short right,8
2140,DET,M.Sanu,run middle,1
2141,DET,M.Stafford,pass short left,1
2142,DET,M.Stafford,run left end,7
2143,DET,M.Stafford,run left guard,2
2144,DET,M.Stafford,run left tackle,5
2145,DET,M.Stafford,run middle,20
2146,DET,M.Stafford,run right end,15
2147,DET,M.Stafford,run right guard,1
2148,DET,N.Bawden,pass short left,2
2149,DET,N.Bawden,pass short middle,1
2150,DET,N.Bawden,pass short right,3
2151,DET,N.Bellore,pass short left,1
2152,DET,N.Bellore,pass short right,3
2153,DET,N.Bellore,run left guard,1
2154,DET,P.Perkins,pass short middle,1
2155,DET,P.Perkins,run left guard,2
2156,DET,P.Perkins,run left tackle,2
2157,DET,P.Perkins,run middle,3
2158,DET,P.Perkins,run right guard,3
2159,DET,Q.Cephus,pass deep left,4
2160,DET,Q.Cephus,pass deep middle,2
2161,DET,Q.Cephus,pass deep right,3
2162,DET,Q.Cephus,pass short left,8
2163,DET,Q.Cephus,pass short middle,8
2164,DET,Q.Cephus,pass short right,10
2165,DET,T.Carson,run left end,1
2166,DET,T.Carson,run left tackle,3
2167,DET,T.Carson,run middle,3
2168,DET,T.Carson,run right end,3
2169,DET,T.Decker,pass short left,1
2170,DET,T.Fulgham,pass deep right,1
2171,DET,T.Fulgham,pass short middle,1
2172,DET,T.Fulgham,pass short right,1
2173,DET,T.Hockenson,pass deep left,8
2174,DET,T.Hockenson,pass deep middle,5
2175,DET,T.Hockenson,pass deep right,5
2176,DET,T.Hockenson,pass short left,41
2177,DET,T.Hockenson,pass short middle,38
2178,DET,T.Hockenson,pass short right,63
2179,DET,T.Hockenson,run right end,1
2180,DET,T.Johnson,pass deep left,2
2181,DET,T.Johnson,pass deep right,1
2182,DET,T.Johnson,pass short left,9
2183,DET,T.Johnson,pass short middle,10
2184,DET,T.Johnson,pass short right,10
2185,DET,T.Johnson,run left end,10
2186,DET,T.Johnson,run left guard,3
2187,DET,T.Johnson,run left tackle,5
2188,DET,T.Johnson,run middle,26
2189,DET,T.Johnson,run right end,5
2190,DET,T.Johnson,run right guard,1
2191,DET,T.Jones,pass deep left,3
2192,DET,T.Jones,pass deep right,3
2193,DET,T.Jones,pass short left,4
2194,DET,T.Jones,pass short middle,7
2195,DET,T.Jones,pass short right,10
2196,DET,T.Riddick,pass deep right,1
2197,DET,T.Riddick,pass short left,23
2198,DET,T.Riddick,pass short middle,20
2199,DET,T.Riddick,pass short right,30
2200,DET,T.Riddick,run left end,6
2201,DET,T.Riddick,run left guard,4
2202,DET,T.Riddick,run left tackle,1
2203,DET,T.Riddick,run middle,15
2204,DET,T.Riddick,run right end,3
2205,DET,T.Riddick,run right guard,2
2206,DET,T.Wilson,run left end,1
2207,DET,W.Hills,pass short left,1
2208,DET,W.Hills,pass short right,1
2209,DET,W.Hills,run left end,2
2210,DET,W.Hills,run left tackle,3
2211,DET,W.Hills,run middle,4
2212,DET,W.Hills,run right end,1
2213,DET,Z.Zenner,pass short left,7
2214,DET,Z.Zenner,pass short middle,2
2215,DET,Z.Zenner,pass short right,1
2216,DET,Z.Zenner,run left end,6
2217,DET,Z.Zenner,run left guard,3
2218,DET,Z.Zenner,run left tackle,4
2219,DET,Z.Zenner,run middle,22
2220,DET,Z.Zenner,run right end,4
2221,DET,Z.Zenner,run right guard,5
2222,GB,A.Dillon,pass short left,2
2223,GB,A.Dillon,pass short right,1
2224,GB,A.Dillon,run left end,3
2225,GB,A.Dillon,run left guard,6
2226,GB,A.Dillon,run left tackle,12
2227,GB,A.Dillon,run middle,11
2228,GB,A.Dillon,run right end,5
2229,GB,A.Dillon,run right guard,8
2230,GB,A.Jones,pass deep left,5
2231,GB,A.Jones,pass deep middle,1
2232,GB,A.Jones,pass deep right,6
2233,GB,A.Jones,pass short left,77
2234,GB,A.Jones,pass short middle,18
2235,GB,A.Jones,pass short right,74
2236,GB,A.Jones,run left end,104
2237,GB,A.Jones,run left guard,49
2238,GB,A.Jones,run left tackle,79
2239,GB,A.Jones,run middle,178
2240,GB,A.Jones,run right end,91
2241,GB,A.Jones,run right guard,66
2242,GB,A.Lazard,pass deep left,14
2243,GB,A.Lazard,pass deep middle,9
2244,GB,A.Lazard,pass deep right,13
2245,GB,A.Lazard,pass short left,20
2246,GB,A.Lazard,pass short middle,19
2247,GB,A.Lazard,pass short right,42
2248,GB,A.Lazard,run left end,1
2249,GB,A.Lazard,run right end,3
2250,GB,A.Rodgers,pass short right,1
2251,GB,A.Rodgers,run left end,31
2252,GB,A.Rodgers,run left guard,1
2253,GB,A.Rodgers,run left tackle,2
2254,GB,A.Rodgers,run middle,20
2255,GB,A.Rodgers,run right end,34
2256,GB,A.Rodgers,run right guard,1
2257,GB,D.Adams,pass deep left,58
2258,GB,D.Adams,pass deep middle,20
2259,GB,D.Adams,pass deep right,36
2260,GB,D.Adams,pass short left,169
2261,GB,D.Adams,pass short middle,85
2262,GB,D.Adams,pass short right,124
2263,GB,D.Dafney,pass short left,1
2264,GB,D.Dafney,pass short middle,1
2265,GB,D.Kizer,run left end,1
2266,GB,D.Kizer,run middle,1
2267,GB,D.Kizer,run right end,2
2268,GB,D.Shepherd,pass deep middle,2
2269,GB,D.Shepherd,pass deep right,1
2270,GB,D.Shepherd,pass short left,3
2271,GB,D.Shepherd,pass short right,4
2272,GB,D.Vitale,pass deep left,2
2273,GB,D.Vitale,pass deep right,1
2274,GB,D.Vitale,pass short left,4
2275,GB,D.Vitale,pass short middle,2
2276,GB,D.Vitale,pass short right,5
2277,GB,D.Vitale,run middle,1
2278,GB,D.Williams,run left end,1
2279,GB,D.Williams,run left tackle,1
2280,GB,D.Williams,run middle,5
2281,GB,E.St.Brown,pass deep left,8
2282,GB,E.St.Brown,pass deep middle,5
2283,GB,E.St.Brown,pass deep right,11
2284,GB,E.St.Brown,pass short left,10
2285,GB,E.St.Brown,pass short middle,5
2286,GB,E.St.Brown,pass short right,13
2287,GB,E.St.Brown,run left end,1
2288,GB,E.St.Brown,run right end,1
2289,GB,G.Allison,pass deep left,4
2290,GB,G.Allison,pass deep middle,5
2291,GB,G.Allison,pass deep right,9
2292,GB,G.Allison,pass short left,31
2293,GB,G.Allison,pass short middle,14
2294,GB,G.Allison,pass short right,26
2295,GB,G.Allison,run left end,1
2296,GB,J.Deguara,pass deep left,1
2297,GB,J.Deguara,pass short left,1
2298,GB,J.Graham,pass deep left,10
2299,GB,J.Graham,pass deep middle,13
2300,GB,J.Graham,pass deep right,11
2301,GB,J.Graham,pass short left,44
2302,GB,J.Graham,pass short middle,37
2303,GB,J.Graham,pass short right,43
2304,GB,J.Kumerow,pass deep left,2
2305,GB,J.Kumerow,pass deep middle,2
2306,GB,J.Kumerow,pass deep right,7
2307,GB,J.Kumerow,pass short left,8
2308,GB,J.Kumerow,pass short middle,2
2309,GB,J.Kumerow,pass short right,13
2310,GB,J.Lovett,run right guard,3
2311,GB,J.Moore,pass short middle,1
2312,GB,J.Moore,pass short right,2
2313,GB,J.Sternberger,pass deep left,1
2314,GB,J.Sternberger,pass deep right,3
2315,GB,J.Sternberger,pass short left,7
2316,GB,J.Sternberger,pass short middle,2
2317,GB,J.Sternberger,pass short right,6
2318,GB,J.Williams,pass deep left,1
2319,GB,J.Williams,pass deep right,1
2320,GB,J.Williams,pass short left,58
2321,GB,J.Williams,pass short middle,19
2322,GB,J.Williams,pass short right,50
2323,GB,J.Williams,run left end,46
2324,GB,J.Williams,run left guard,33
2325,GB,J.Williams,run left tackle,39
2326,GB,J.Williams,run middle,116
2327,GB,J.Williams,run right end,35
2328,GB,J.Williams,run right guard,53
2329,GB,K.Bibbs,pass short left,2
2330,GB,K.Bibbs,pass short middle,2
2331,GB,K.Bibbs,pass short right,1
2332,GB,L.Kendricks,pass deep left,3
2333,GB,L.Kendricks,pass deep right,1
2334,GB,L.Kendricks,pass short left,9
2335,GB,L.Kendricks,pass short middle,1
2336,GB,L.Kendricks,pass short right,11
2337,GB,M.Crosby,pass short right,1
2338,GB,M.Lewis,pass deep left,2
2339,GB,M.Lewis,pass deep middle,1
2340,GB,M.Lewis,pass deep right,2
2341,GB,M.Lewis,pass short left,21
2342,GB,M.Lewis,pass short middle,4
2343,GB,M.Lewis,pass short right,15
2344,GB,M.Taylor,pass deep left,1
2345,GB,M.Taylor,pass deep middle,1
2346,GB,M.Taylor,pass short left,2
2347,GB,M.Taylor,pass short middle,2
2348,GB,M.Taylor,run right end,1
2349,GB,M.Valdes-Scantling,pass deep left,22
2350,GB,M.Valdes-Scantling,pass deep middle,20
2351,GB,M.Valdes-Scantling,pass deep right,40
2352,GB,M.Valdes-Scantling,pass short left,44
2353,GB,M.Valdes-Scantling,pass short middle,19
2354,GB,M.Valdes-Scantling,pass short right,62
2355,GB,M.Valdes-Scantling,run left end,5
2356,GB,M.Valdes-Scantling,run right end,2
2357,GB,R.Cobb,pass deep left,8
2358,GB,R.Cobb,pass deep middle,1
2359,GB,R.Cobb,pass deep right,5
2360,GB,R.Cobb,pass short left,14
2361,GB,R.Cobb,pass short middle,14
2362,GB,R.Cobb,pass short right,19
